num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 35 - db56987e99d705d4. Mean loss in evaluation epoch: 0.3178311586380005, epochs needed: 20
evaluating individudal 36 - 61df59bdf5f4e353. Mean loss in evaluation epoch: 0.31912606954574585, epochs needed: 20
evaluating individudal 37 - 27407044b2f93313. Mean loss in evaluation epoch: 0.3186968266963959, epochs needed: 20
evaluating individudal 38 - f93bf8327f80171d. Mean loss in evaluation epoch: 0.3193778395652771, epochs needed: 20
evaluating individudal 39 - ca9085291517c757. Mean loss in evaluation epoch: 0.31756970286369324, epochs needed: 20
evaluating individudal 0 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.31709641218185425, epochs needed: 20
evaluating individudal 1 - 12cb23da7e2c2761. Mean loss in evaluation epoch: 0.3173597753047943, epochs needed: 20
evaluating individudal 2 - 7ae929fe615ca59c. Mean loss in evaluation epoch: 0.31770259141921997, epochs needed: 20
evaluating individudal 3 - 012fdfb153df0d7a. Mean loss in evaluation epoch: 0.3173687160015106, epochs needed: 20
evaluating individudal 4 - 8fc257ff6deaf6bd. Mean loss in evaluation epoch: 0.31736811995506287, epochs needed: 20
evaluating individudal 5 - 7445d0179f932b5c. Mean loss in evaluation epoch: 0.31793269515037537, epochs needed: 20
evaluating individudal 6 - 7c57f8f375024529. Mean loss in evaluation epoch: 0.31786519289016724, epochs needed: 20
evaluating individudal 7 - e48a864d5299e7f5. Mean loss in evaluation epoch: 0.3177998661994934, epochs needed: 20
evaluating individudal 8 - 1a61dded47d35e0f. Mean loss in evaluation epoch: 0.3176034092903137, epochs needed: 20
evaluating individudal 9 - aaec50defafd322c. Mean loss in evaluation epoch: 0.3180936872959137, epochs needed: 20
Round 4 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 1b400228fad316d4, num_times_seen_before: 0
ACC: 0.4157894736842105
TPR/FPR: 0.3333333333333333, 0.564935064935065
Loss: 0.31657207012176514
Timestamp: 2067.747962440997
---------------------------------------------------------------
evaluating individudal 0 - cdc9702b1be92828. Mean loss in evaluation epoch: 0.3193396031856537, epochs needed: 20
evaluating individudal 1 - 51a9ea28da99a227. Mean loss in evaluation epoch: 0.31746721267700195, epochs needed: 20
evaluating individudal 2 - 44be5897044aecb1. Mean loss in evaluation epoch: 0.3199765384197235, epochs needed: 20
evaluating individudal 3 - f0643d0038f36adb. Mean loss in evaluation epoch: 0.32044389843940735, epochs needed: 20
evaluating individudal 4 - 915cff67557ce784. Mean loss in evaluation epoch: 0.3183554708957672, epochs needed: 20
evaluating individudal 5 - 98b7cdf68dc4708e. Mean loss in evaluation epoch: 0.3190378248691559, epochs needed: 20
evaluating individudal 6 - a387fb94effdc519. Mean loss in evaluation epoch: 0.3190230429172516, epochs needed: 20
evaluating individudal 7 - a359035d2eb93250. Mean loss in evaluation epoch: 0.31708917021751404, epochs needed: 20
evaluating individudal 8 - f9f47a56a8b6d47b. Mean loss in evaluation epoch: 0.3198612630367279, epochs needed: 20
evaluating individudal 9 - 1e6fe4710bc50e85. Mean loss in evaluation epoch: 0.3172926604747772, epochs needed: 20
evaluating individudal 10 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.31672388315200806, epochs needed: 20
evaluating individudal 11 - 291c57caeee77891. Mean loss in evaluation epoch: 0.31710389256477356, epochs needed: 20
evaluating individudal 12 - f9c3adf764f41d08. Mean loss in evaluation epoch: 0.318880170583725, epochs needed: 20
evaluating individudal 13 - bae9545ec2000ee8. Mean loss in evaluation epoch: 0.319612056016922, epochs needed: 20
evaluating individudal 14 - 90d0a4aaf5344987. Mean loss in evaluation epoch: 0.3179408311843872, epochs needed: 20
evaluating individudal 15 - c4d519c8944aa480. Mean loss in evaluation epoch: 0.3177244961261749, epochs needed: 20
evaluating individudal 16 - 67ad07e8ead51054. Mean loss in evaluation epoch: 0.31949061155319214, epochs needed: 20
evaluating individudal 17 - a3902169375d810a. Mean loss in evaluation epoch: 0.3188074231147766, epochs needed: 20
evaluating individudal 18 - badc958c03fe4b9b. Mean loss in evaluation epoch: 0.31862521171569824, epochs needed: 20
evaluating individudal 19 - 072fec796d87a170. Mean loss in evaluation epoch: 0.317920446395874, epochs needed: 20
evaluating individudal 20 - 3e937fdfef627fa6. Mean loss in evaluation epoch: 0.3184993267059326, epochs needed: 20
evaluating individudal 21 - a1fa9be34c27ca6d. Mean loss in evaluation epoch: 0.31733348965644836, epochs needed: 20
evaluating individudal 22 - aa8ba223cb2b950d. Mean loss in evaluation epoch: 0.31879645586013794, epochs needed: 20
evaluating individudal 23 - 0253351e72e55fc2. Mean loss in evaluation epoch: 0.31791627407073975, epochs needed: 20
evaluating individudal 24 - 425abc6f31be194f. Mean loss in evaluation epoch: 0.31897494196891785, epochs needed: 20
evaluating individudal 25 - 93e43abd144666dc. Mean loss in evaluation epoch: 0.3197861909866333, epochs needed: 20
evaluating individudal 26 - a822ad6c95f40d82. Mean loss in evaluation epoch: 0.3188956081867218, epochs needed: 20
evaluating individudal 27 - 83b54fc6dc5881fb. Mean loss in evaluation epoch: 0.3169516324996948, epochs needed: 20
evaluating individudal 28 - b00c0d82a5e2796e. Mean loss in evaluation epoch: 0.3171057105064392, epochs needed: 20
evaluating individudal 29 - e1db9b996dd41598. Mean loss in evaluation epoch: 0.3183392882347107, epochs needed: 20
evaluating individudal 30 - 48107cafb05bb180. Mean loss in evaluation epoch: 0.31777915358543396, epochs needed: 20
evaluating individudal 31 - bf470aae98003501. Mean loss in evaluation epoch: 0.3197646141052246, epochs needed: 20
evaluating individudal 32 - 976879f13fdf3c3f. Mean loss in evaluation epoch: 0.3174521327018738, epochs needed: 20
evaluating individudal 33 - 686a9d4d329190d2. Mean loss in evaluation epoch: 0.31889602541923523, epochs needed: 20
evaluating individudal 34 - 3d612abb5f58c6d1. Mean loss in evaluation epoch: 0.31900081038475037, epochs needed: 20
evaluating individudal 35 - 4f8868e84de177ab. Mean loss in evaluation epoch: 0.3198210895061493, epochs needed: 20
evaluating individudal 36 - 3a123b552a35f74e. Mean loss in evaluation epoch: 0.318368524312973, epochs needed: 20
evaluating individudal 37 - bf4e6b68442045cc. Mean loss in evaluation epoch: 0.3175045847892761, epochs needed: 20
evaluating individudal 38 - af3a2056a3056ebd. Mean loss in evaluation epoch: 0.3176329433917999, epochs needed: 20
evaluating individudal 39 - 19f0fdce1325dea8. Mean loss in evaluation epoch: 0.32081907987594604, epochs needed: 20
evaluating individudal 0 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.3165023624897003, epochs needed: 20
evaluating individudal 1 - 82fc3fc84f1fb58b. Mean loss in evaluation epoch: 0.3167558014392853, epochs needed: 20
evaluating individudal 2 - aa4d4699272271c4. Mean loss in evaluation epoch: 0.3171856105327606, epochs needed: 20
evaluating individudal 3 - 10661f5cb6e2b7e4. Mean loss in evaluation epoch: 0.31686246395111084, epochs needed: 20
evaluating individudal 4 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3169887363910675, epochs needed: 20
evaluating individudal 5 - 0fe9236f7f78f243. Mean loss in evaluation epoch: 0.31711453199386597, epochs needed: 20
evaluating individudal 6 - 1ab6fe41a6a9dd12. Mean loss in evaluation epoch: 0.3172764182090759, epochs needed: 20
evaluating individudal 7 - 12cb23da7e2c2761. Mean loss in evaluation epoch: 0.31712836027145386, epochs needed: 20
evaluating individudal 8 - b60c50c7ba2edd8d. Mean loss in evaluation epoch: 0.31751012802124023, epochs needed: 20
evaluating individudal 9 - 8fc257ff6deaf6bd. Mean loss in evaluation epoch: 0.31813424825668335, epochs needed: 20
Round 5 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 1b400228fad316d4, num_times_seen_before: 1
ACC: 0.4157894736842105
TPR/FPR: 0.3333333333333333, 0.564935064935065
Loss: 0.3165023624897003
Timestamp: 2587.8091255539985
---------------------------------------------------------------
evaluating individudal 0 - f09146b82d2620ed. Mean loss in evaluation epoch: 0.3179963231086731, epochs needed: 20
evaluating individudal 1 - c541c4cbb6a4bf70. Mean loss in evaluation epoch: 0.32006216049194336, epochs needed: 20
evaluating individudal 2 - c4da140e231eafc1. Mean loss in evaluation epoch: 0.32098716497421265, epochs needed: 20
evaluating individudal 3 - 8cc8e136c10b8574. Mean loss in evaluation epoch: 0.31996604800224304, epochs needed: 20
evaluating individudal 4 - cc66812b149808c9. Mean loss in evaluation epoch: 0.3191744089126587, epochs needed: 20
evaluating individudal 5 - f0a2970e6f7f1abd. Mean loss in evaluation epoch: 0.3175862431526184, epochs needed: 20
evaluating individudal 6 - 5ccef5d225c30b3b. Mean loss in evaluation epoch: 0.3176519274711609, epochs needed: 20
evaluating individudal 7 - a69109a33a5cf4e4. Mean loss in evaluation epoch: 0.3182510435581207, epochs needed: 20
evaluating individudal 8 - 02e6a2c937cd23fa. Mean loss in evaluation epoch: 0.3182857036590576, epochs needed: 20
evaluating individudal 9 - 52db385abc67101b. Mean loss in evaluation epoch: 0.3195134997367859, epochs needed: 20
evaluating individudal 10 - 2e58152010b93a17. Mean loss in evaluation epoch: 0.31954726576805115, epochs needed: 20
evaluating individudal 11 - 34faa773f543573c. Mean loss in evaluation epoch: 0.31919142603874207, epochs needed: 20
evaluating individudal 12 - 80762869b9f2b2a0. Mean loss in evaluation epoch: 0.3189173936843872, epochs needed: 20
evaluating individudal 13 - 2a362337f943e209. Mean loss in evaluation epoch: 0.32051360607147217, epochs needed: 20
evaluating individudal 14 - dc277b0094494055. Mean loss in evaluation epoch: 0.3179318904876709, epochs needed: 20
evaluating individudal 15 - 550999c1517561f4. Mean loss in evaluation epoch: 0.31952542066574097, epochs needed: 20
evaluating individudal 16 - 52241de9b23123fa. Mean loss in evaluation epoch: 0.3189260959625244, epochs needed: 20
evaluating individudal 17 - 613ad68ed60787de. Mean loss in evaluation epoch: 0.31812068819999695, epochs needed: 20
evaluating individudal 18 - eaec409f115f5cfb. Mean loss in evaluation epoch: 0.3177141547203064, epochs needed: 20
evaluating individudal 19 - b0af24cd8136a888. Mean loss in evaluation epoch: 0.31720229983329773, epochs needed: 20
evaluating individudal 20 - 05424fbdec7f5ae4. Mean loss in evaluation epoch: 0.31855982542037964, epochs needed: 20
evaluating individudal 21 - fd4dc010c8370c38. Mean loss in evaluation epoch: 0.3181789517402649, epochs needed: 20
evaluating individudal 22 - 6e0c5faae139d51a. Mean loss in evaluation epoch: 0.3194960355758667, epochs needed: 20
evaluating individudal 23 - 5df7d1c23aa9c172. Mean loss in evaluation epoch: 0.3196483552455902, epochs needed: 20
evaluating individudal 24 - 58a8a30b9727190c. Mean loss in evaluation epoch: 0.3192113935947418, epochs needed: 20
evaluating individudal 25 - 6900a29f46a8f245. Mean loss in evaluation epoch: 0.31842687726020813, epochs needed: 20
evaluating individudal 26 - 0f8c4ce2886380e9. Mean loss in evaluation epoch: 0.31960323452949524, epochs needed: 20
evaluating individudal 27 - e15a3e3e3e884615. Mean loss in evaluation epoch: 0.3169727921485901, epochs needed: 20
evaluating individudal 28 - bef043aab406fb2c. Mean loss in evaluation epoch: 0.31771573424339294, epochs needed: 20
evaluating individudal 29 - f1e5f4909e1e89d2. Mean loss in evaluation epoch: 0.31897857785224915, epochs needed: 20
evaluating individudal 30 - 82b16bf29c526193. Mean loss in evaluation epoch: 0.3175753951072693, epochs needed: 20
evaluating individudal 31 - 37399359a79e3802. Mean loss in evaluation epoch: 0.3182089626789093, epochs needed: 20
evaluating individudal 32 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.3168349266052246, epochs needed: 20
evaluating individudal 33 - ec8008d46473f897. Mean loss in evaluation epoch: 0.3184053599834442, epochs needed: 20
evaluating individudal 34 - 4a3bea6edd27dc05. Mean loss in evaluation epoch: 0.31876087188720703, epochs needed: 20
evaluating individudal 35 - c7245910448430ff. Mean loss in evaluation epoch: 0.3182471990585327, epochs needed: 20
evaluating individudal 36 - 8dc1f0673a423eb3. Mean loss in evaluation epoch: 0.3194638192653656, epochs needed: 20
evaluating individudal 37 - 58a532e24a5f07e6. Mean loss in evaluation epoch: 0.3185421824455261, epochs needed: 20
evaluating individudal 38 - f47fa57a6bd20269. Mean loss in evaluation epoch: 0.31816238164901733, epochs needed: 20
evaluating individudal 39 - 9f3c2e989d662463. Mean loss in evaluation epoch: 0.3187507092952728, epochs needed: 20
evaluating individudal 0 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.31694403290748596, epochs needed: 20
evaluating individudal 1 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.31700602173805237, epochs needed: 20
evaluating individudal 2 - 82fc3fc84f1fb58b. Mean loss in evaluation epoch: 0.3168921172618866, epochs needed: 20
evaluating individudal 3 - 10661f5cb6e2b7e4. Mean loss in evaluation epoch: 0.3171676993370056, epochs needed: 20
evaluating individudal 4 - 83b54fc6dc5881fb. Mean loss in evaluation epoch: 0.31668928265571594, epochs needed: 20
evaluating individudal 5 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.316731721162796, epochs needed: 20
evaluating individudal 6 - a359035d2eb93250. Mean loss in evaluation epoch: 0.31709375977516174, epochs needed: 20
evaluating individudal 7 - 291c57caeee77891. Mean loss in evaluation epoch: 0.31737950444221497, epochs needed: 20
evaluating individudal 8 - b00c0d82a5e2796e. Mean loss in evaluation epoch: 0.3171674609184265, epochs needed: 20
evaluating individudal 9 - 0fe9236f7f78f243. Mean loss in evaluation epoch: 0.3171699345111847, epochs needed: 20
Round 6 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 83b54fc6dc5881fb, num_times_seen_before: 0
ACC: 0.368421052631579
TPR/FPR: 0.4722222222222222, 0.6558441558441559
Loss: 0.31668928265571594
Timestamp: 3112.254335646998
---------------------------------------------------------------
evaluating individudal 0 - f0bc1b0b9fb85798. Mean loss in evaluation epoch: 0.31925398111343384, epochs needed: 20
evaluating individudal 1 - 39411a70a56de21a. Mean loss in evaluation epoch: 0.3189200162887573, epochs needed: 20
evaluating individudal 2 - 447900734a076106. Mean loss in evaluation epoch: 0.31766220927238464, epochs needed: 20
evaluating individudal 3 - 28d15cbd19e14fe9. Mean loss in evaluation epoch: 0.31832432746887207, epochs needed: 20
evaluating individudal 4 - c653b719eab6a6ec. Mean loss in evaluation epoch: 0.3183414340019226, epochs needed: 20
evaluating individudal 5 - 50faa275a6738ec3. Mean loss in evaluation epoch: 0.31767401099205017, epochs needed: 20
evaluating individudal 6 - 4d4870e3bc7e5b11. Mean loss in evaluation epoch: 0.3202758729457855, epochs needed: 20
evaluating individudal 7 - 2e75108f48cf266e. Mean loss in evaluation epoch: 0.318911075592041, epochs needed: 20
evaluating individudal 8 - 34d9e8bf0ae1c0b4. Mean loss in evaluation epoch: 0.31981030106544495, epochs needed: 20
evaluating individudal 9 - 9b199c7d6771f0ee. Mean loss in evaluation epoch: 0.31851521134376526, epochs needed: 20
evaluating individudal 10 - 1595b0d220a46a08. Mean loss in evaluation epoch: 0.3197096288204193, epochs needed: 20
evaluating individudal 11 - 49bf2496e5765bf8. Mean loss in evaluation epoch: 0.31927308440208435, epochs needed: 20
evaluating individudal 12 - 3c79179220bf666d. Mean loss in evaluation epoch: 0.31890159845352173, epochs needed: 20
evaluating individudal 13 - a2db68e88a7f4289. Mean loss in evaluation epoch: 0.3191836178302765, epochs needed: 20
evaluating individudal 14 - 9b3957dd5bd3c0bd. Mean loss in evaluation epoch: 0.3184936046600342, epochs needed: 20
evaluating individudal 15 - 229ec2e888c00020. Mean loss in evaluation epoch: 0.3172997534275055, epochs needed: 20
evaluating individudal 16 - 0b0c3cd742dd4b60. Mean loss in evaluation epoch: 0.3191777467727661, epochs needed: 20
evaluating individudal 17 - 6f91411dd59c36f3. Mean loss in evaluation epoch: 0.31894028186798096, epochs needed: 20
evaluating individudal 18 - 21d91c52104ad474. Mean loss in evaluation epoch: 0.3186730742454529, epochs needed: 20
evaluating individudal 19 - de0072f07680abc3. Mean loss in evaluation epoch: 0.3171078860759735, epochs needed: 20
evaluating individudal 20 - fb9cb62abaff36bd. Mean loss in evaluation epoch: 0.31753894686698914, epochs needed: 20
evaluating individudal 21 - efec13349c1e01ee. Mean loss in evaluation epoch: 0.31998348236083984, epochs needed: 20
evaluating individudal 22 - 270d10440d4614e8. Mean loss in evaluation epoch: 0.3180639445781708, epochs needed: 20
evaluating individudal 23 - 3a60c425d79da28d. Mean loss in evaluation epoch: 0.31937795877456665, epochs needed: 20
evaluating individudal 24 - 980e9437de7aefe7. Mean loss in evaluation epoch: 0.3171476721763611, epochs needed: 20
evaluating individudal 25 - 1d3f1c221316d511. Mean loss in evaluation epoch: 0.3171583414077759, epochs needed: 20
evaluating individudal 26 - d3ac56b1f8c1ef5b. Mean loss in evaluation epoch: 0.31755170226097107, epochs needed: 20
evaluating individudal 27 - e5aebf5bf0a06a47. Mean loss in evaluation epoch: 0.3178943991661072, epochs needed: 20
evaluating individudal 28 - 7f54cbbefe7cfab1. Mean loss in evaluation epoch: 0.31974613666534424, epochs needed: 20
evaluating individudal 29 - 11850b58755e65ce. Mean loss in evaluation epoch: 0.31833916902542114, epochs needed: 20
evaluating individudal 30 - 511f9e96fb30acac. Mean loss in evaluation epoch: 0.3183667063713074, epochs needed: 20
evaluating individudal 31 - 33f543420f3225b0. Mean loss in evaluation epoch: 0.3198445737361908, epochs needed: 20
evaluating individudal 32 - e993de3c7c260841. Mean loss in evaluation epoch: 0.3198791742324829, epochs needed: 20
evaluating individudal 33 - 1816102482cd510e. Mean loss in evaluation epoch: 0.3192349076271057, epochs needed: 20
evaluating individudal 34 - 850fcc05fb6cddfb. Mean loss in evaluation epoch: 0.31740134954452515, epochs needed: 20
evaluating individudal 35 - 6beafa21eed02ab9. Mean loss in evaluation epoch: 0.31865933537483215, epochs needed: 20
evaluating individudal 36 - 5b02fa9207b4fb9e. Mean loss in evaluation epoch: 0.31870037317276, epochs needed: 20
evaluating individudal 37 - 44b3bce804768e12. Mean loss in evaluation epoch: 0.31856903433799744, epochs needed: 20
evaluating individudal 38 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.31681543588638306, epochs needed: 20
evaluating individudal 39 - 5c40293b038a7a0e. Mean loss in evaluation epoch: 0.31790465116500854, epochs needed: 20
evaluating individudal 0 - 83b54fc6dc5881fb. Mean loss in evaluation epoch: 0.31654298305511475, epochs needed: 20
evaluating individudal 1 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3169507086277008, epochs needed: 20
evaluating individudal 2 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.3168788552284241, epochs needed: 20
evaluating individudal 3 - 82fc3fc84f1fb58b. Mean loss in evaluation epoch: 0.3180612027645111, epochs needed: 20
evaluating individudal 4 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.3164934515953064, epochs needed: 20
evaluating individudal 5 - e15a3e3e3e884615. Mean loss in evaluation epoch: 0.3171468675136566, epochs needed: 20
evaluating individudal 6 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.316572904586792, epochs needed: 20
evaluating individudal 7 - a359035d2eb93250. Mean loss in evaluation epoch: 0.31757304072380066, epochs needed: 20
evaluating individudal 8 - b00c0d82a5e2796e. Mean loss in evaluation epoch: 0.31722477078437805, epochs needed: 20
evaluating individudal 9 - 10661f5cb6e2b7e4. Mean loss in evaluation epoch: 0.3168044984340668, epochs needed: 20
Round 7 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 1b400228fad316d4, num_times_seen_before: 2
ACC: 0.4157894736842105
TPR/FPR: 0.3333333333333333, 0.564935064935065
Loss: 0.3164934515953064
Timestamp: 3625.599868737998
---------------------------------------------------------------
evaluating individudal 0 - c8067838ded23830. Mean loss in evaluation epoch: 0.31999096274375916, epochs needed: 20
evaluating individudal 1 - 008ab3ae676d86b7. Mean loss in evaluation epoch: 0.318469375371933, epochs needed: 20
evaluating individudal 2 - 9c2d69380edba713. Mean loss in evaluation epoch: 0.31915217638015747, epochs needed: 20
evaluating individudal 3 - 3b768ac05449abf2. Mean loss in evaluation epoch: 0.3199291229248047, epochs needed: 20
evaluating individudal 4 - 857803ca00b978be. Mean loss in evaluation epoch: 0.3178735375404358, epochs needed: 20
evaluating individudal 5 - dc04443b792ec523. Mean loss in evaluation epoch: 0.32031720876693726, epochs needed: 20
evaluating individudal 6 - 5d1b0c8283834580. Mean loss in evaluation epoch: 0.3184810280799866, epochs needed: 20
